id,country,designation,points,price,province,region,taster_name,taster_twitter_handle,variety,winery
23868,Greece,Amethystos,90,18,Drama,,Susan Kostrzewa,@suskostrzewa,Red Blend,Domaine Costa Lazaridi
23869,US,Westside,90,125,California,Paso Robles,,,Syrah,PharaohMoans
23870,Spain,Blanco,90,71,Northern Spain,Rioja,Michael Schachner,@wineschach,White Blend,Remelluri
23871,US,Sims Vineyard,90,52,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Rex Hill
23872,Portugal,Vau Vintage,90,33,Port,,Roger Voss,@vossroger,Port,Sandeman
23873,Italy,La Roggia,90,,Veneto,Recioto della Valpolicella Classico,,,Red Blend,Speri
23874,Italy,Tenuta Capofaro 500ml,90,50,Sicily & Sardinia,Salina,,,Malvasia,Tasca d'Almerita
23875,Italy,Capitel Fontana,90,60,Veneto,Recioto della Valpolicella Classico,,,Red Blend,Tedeschi
23876,US,Thea's Selection,90,38,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Lemelson
23877,US,Hammer,90,24,California,California,,,Syrah,Martella
23878,US,,85,25,California,Napa Valley,Virginie Boone,@vboone,Cabernet Sauvignon,Educated Guess
23879,Argentina,Estate Malbec,85,10,Mendoza Province,Uco Valley,Michael Schachner,@wineschach,Rosé,Finca El Origen
23880,France,,85,15,Loire Valley,Val de Loire,Roger Voss,@vossroger,Sauvignon Blanc,Fournier Père et Fils
23881,Argentina,,85,16,Other,Argentina,Michael Schachner,@wineschach,Bonarda,Aguijón De Abeja
23882,US,,85,15,Washington,Yakima Valley,Sean P. Sullivan,@wawinereport,Sauvignon Blanc,Airfield Estates
23883,Brazil,Macaw,85,15,Serra Gaúcha,,Michael Schachner,@wineschach,Cabernet Sauvignon,Casa Perini
23884,Argentina,505 Esencia,85,12,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Red Blend,Casarena
23885,US,Solstice,85,44,California,Paso Robles,Matt Kettmann,@mattkettmann,Malbec,Midnight
23886,Argentina,Trumpeter,85,11,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Chardonnay,Rutini
23887,Argentina,Portillo Estate Bottled,85,10,Mendoza Province,Uco Valley,Michael Schachner,@wineschach,Sauvignon Blanc,Salentein
23888,Italy,,85,23,Tuscany,Rosso di Montalcino,Kerin O’Keefe,@kerinokeefe,Sangiovese,San Polo
23889,US,,85,9,Washington,Washington,Sean P. Sullivan,@wawinereport,Sauvignon Blanc,Washington Hills
23890,Argentina,Altosur,85,12,Mendoza Province,Tupungato,Michael Schachner,@wineschach,Sauvignon Blanc,Finca Sophenia
23891,Italy,,85,24,Tuscany,Rosso di Montalcino,Kerin O’Keefe,@kerinokeefe,Sangiovese,Fornacina
23892,Spain,3C,85,10,Northern Spain,Cariñena,Michael Schachner,@wineschach,Carineña,Grandes Vinos y Viñedos
23893,France,Pure Loire,85,15,Loire Valley,Rosé de Loire,Roger Voss,@vossroger,Rosé,Bougrier
23894,Argentina,,85,7,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Malbec,Torrevieja
23895,US,,85,13,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Sauvignon Blanc,Waterbrook
23896,US,Vintner's Reserve,85,32,New York,New York,Anna Lee C. Iijima,,Chardonnay,Woodbury
23897,US,,85,20,California,Santa Barbara County,Matt Kettmann,@mattkettmann,Chardonnay,Chessman
23898,France,,85,30,Burgundy,Bourgogne Hautes Côtes de Nuits,Roger Voss,@vossroger,Chardonnay,Domaine Chevillon-Chezeaux
23899,France,Le Renard,85,25,Burgundy,Bourgogne,Roger Voss,@vossroger,Chardonnay,Domaines Devillard
23900,US,,85,25,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Cabernet Sauvignon,Gordon Estate
23901,France,Collection Tiserny,85,21,Burgundy,Bourgogne,Roger Voss,@vossroger,Chardonnay,L. Tramier & Fils
23902,Moldova,Château d'Or Sparkling Rose,85,9,Moldova,,Jeff Jenssen,@worldwineguys,Muscat,Lion-Gri
23903,France,Blancs Cailloux,85,22,Burgundy,Petit Chablis,Roger Voss,@vossroger,Chardonnay,Pascal Bouchard
23904,US,,85,15,California,Central Coast,Matt Kettmann,@mattkettmann,Cabernet Sauvignon,Sand Dollar
23905,Georgia,Georgian Valleys,85,12,Kakheti,,Mike DeSimone,@worldwineguys,Rkatsiteli,Tbilvino
23906,France,Alain de la Treille,85,13,Loire Valley,Muscadet Sèvre et Maine,Roger Voss,@vossroger,Melon,Bougrier
23907,Italy,Tavernello,82,7,Central Italy,Romagna,,,Sangiovese,Caviro
23908,US,,82,25,California,Santa Ynez Valley,,,Syrah,Firestone
23909,Argentina,Zagal,82,14,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Malbec,Hacienda del Plata
23910,US,Beau Melange,82,150,California,Paso Robles,,,Bordeaux-style Red Blend,Chateau Margene
23911,Italy,,82,16,Central Italy,Colli Bolognesi,,,Pignoletto,Gaggioli
23912,Italy,Principessa Brut,82,15,Central Italy,Colli Piacentini,,,Chardonnay,Luretta
23913,Spain,,82,10,Spain Other,Spain,Michael Schachner,@wineschach,Garnacha,Real Compañia de Vinos
23914,US,,82,15,California,California,,,Chardonnay,Spellbound
23915,Mexico,Impetu,82,25,Valle de Guadalupe,,Michael Schachner,@wineschach,Rosé,Vinicola Fraternidad
23916,US,,82,10,California,California,,,White Blend,Cottonwood Creek
23917,Italy,Lellè Extra Dry,82,14,Veneto,Prosecco,,,Glera,Fattoria Giuseppe Savini
23918,Argentina,Felix,82,30,Other,Cafayate,Michael Schachner,@wineschach,Malbec,Felix Lavaque
23919,Portugal,Mina Velha,82,7,Lisboa,,Roger Voss,@vossroger,Portuguese Red,Quinta de São Sebastião
23920,US,,82,22,California,Carneros,,,Chardonnay,Jacella
23921,US,,82,12,California,Napa Valley,,,Sauvignon Blanc,Michael Pozzan
23922,Italy,,82,15,Central Italy,Lambrusco Reggiano,,,Lambrusco,Moro di Rinaldini
23923,Italy,Picol Ross Brut,82,22,Central Italy,Emilia-Romagna,,,Lambrusco,Moro di Rinaldini
23924,US,Rho,82,45,California,Sta. Rita Hills,,,Pinot Noir,Ampelos
23925,US,Blend 175,82,15,California,Central Coast,,,Red Blend,Bridlewood
23926,Argentina,Estate Bottled,82,15,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Sauvignon Blanc,Casarena
23927,US,Rosé of,82,20,California,Russian River Valley,,,Pinot Noir,VML
23928,Argentina,Reserva Limited Edition,82,34,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Bonarda,Nieto Senetiner
23929,Italy,Vino Spumante Rosé,82,17,Veneto,Veneto,,,Raboso,Zardetto
23930,US,Treo Winemaker's Blend,82,17,California,California,,,Red Blend,Hess Select
23931,Italy,Pink Moscato,82,13,Piedmont,Piedmont,,,Sparkling Blend,Tosti
23932,US,Swallowtail,82,25,California,Russian River Valley,,,Chardonnay,Truett Hurst
23933,Mexico,,82,30,Valle de Guadalupe,,Michael Schachner,@wineschach,Merlot,Vinos Magbel
23934,Spain,Rojo Granrojo,82,11,Central Spain,Vino de la Tierra de Castilla,Michael Schachner,@wineschach,Tempranillo-Garnacha,Bodegas Navarro López
23935,Italy,Seven Daughters,82,15,Veneto,Veneto,,,Moscato,Cantine dei Colli Tramonte
23936,France,Barrel sample,90,,Bordeaux,Lalande de Pomerol,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Siaurac
23937,France,Barrel sample,90,,Bordeaux,Haut-Médoc,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Villegeorge
23938,France,Barrel sample,90,,Bordeaux,Bordeaux Blanc,Roger Voss,@vossroger,Bordeaux-style White Blend,Le Nardian
23939,France,Barrel sample,90,,Bordeaux,Haut-Médoc,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Belgrave
23940,France,Barrel sample,90,,Bordeaux,Pauillac,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Bellegrave
23941,France,Barrel sample,90,,Bordeaux,Pomerol,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château La Grave à Pomerol
23942,France,Barrel sample,90,,Bordeaux,Moulis-en-Médoc,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Poujeaux
23943,France,Barrel sample,90,,Bordeaux,Saint-Émilion,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Teyssier
23944,France,Barrel sample,90,,Bordeaux,Haut-Médoc,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Citran
23945,France,Barrel sample,90,,Bordeaux,Graves,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château de Chantegrive
23946,France,Barrel sample,90,,Bordeaux,Saint-Émilion,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Haut-Simard
23947,France,Barrel sample,90,,Bordeaux,Saint-Émilion,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Larcis Ducasse
23948,France,Barrel sample,90,,Bordeaux,Haut-Médoc,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Larose-Trintaudon
23949,France,Barrel sample,90,,Bordeaux,Saint-Estèphe,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Phélan-Ségur
23950,France,Barrel sample,89,,Bordeaux,Moulis-en-Médoc,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Maucaillou
23951,France,Barrel sample,89,,Bordeaux,Haut-Médoc,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Peyrabon
23952,France,Barrel sample,89,,Bordeaux,Sauternes,Roger Voss,@vossroger,Bordeaux-style White Blend,Château Romer
23953,France,Barrel sample,89,,Bordeaux,Saint-Émilion,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Berliquet
23954,France,Barrel sample,89,,Bordeaux,Lalande de Pomerol,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Bertineau Saint-Vincent
23955,France,Barrel sample,89,,Bordeaux,Pessac-Léognan,Roger Voss,@vossroger,Bordeaux-style White Blend,Château Picque Caillou
23956,France,Barrel sample,89,,Bordeaux,Haut-Médoc,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Cissac
23957,France,Barrel sample,89,,Bordeaux,Graves,Roger Voss,@vossroger,Bordeaux-style White Blend,Château de Chantegrive
23958,France,Barrel sample,89,,Bordeaux,Graves,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Ferrande
23959,Italy,Riserva,94,43,Tuscany,Chianti Classico,Kerin O’Keefe,@kerinokeefe,Sangiovese,Cinciano
23960,US,FORTIS,94,150,California,Napa Valley,,,Cabernet Sauvignon,Pine Ridge
23961,Portugal,Monte Meão,94,,Douro,,Roger Voss,@vossroger,Touriga Nacional,Quinta do Vale Meão
23962,Italy,Riserva Madrechiesa,94,55,Tuscany,Morellino di Scansano,Kerin O’Keefe,@kerinokeefe,Sangiovese,Terenzi
23963,Portugal,Chryseia,94,55,Douro,,Roger Voss,@vossroger,Portuguese Red,Prats & Symington LDA
23964,Portugal,Reserva Vinhas Velhas,94,45,Douro,,Roger Voss,@vossroger,Portuguese Red,Quinta do Crasto
23965,US,Jacob-Hart Vineyard,94,30,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Gris,Rex Hill
23966,Portugal,Quinta da Leda,94,65,Douro,,Roger Voss,@vossroger,Portuguese Red,Casa Ferreirinha
23967,France,Vin Jaune,94,90,France Other,Château-Chalon,Roger Voss,@vossroger,Savagnin,Domaine Berthet-Bondet
23968,US,Seascape Vineyard,94,70,California,Sonoma Coast,,,Chardonnay,Hartford Court
23969,Italy,Poggio Rosso Riserva,94,50,Tuscany,Chianti Classico,Kerin O’Keefe,@kerinokeefe,Red Blend,San Felice
23970,Australia,The Signature,94,54,South Australia,Barossa,Joe Czerwinski,@JoeCz,Cabernet Sauvignon-Shiraz,Yalumba
23971,US,Burt Williams' Morning Dew Ranch,94,75,California,Anderson Valley,Virginie Boone,@vboone,Pinot Noir,Williams Selyem
23972,Germany,Lorcher Schlossberg Auslese Goldkapsel,94,154,Rheingau,,Anna Lee C. Iijima,,Riesling,August Kesseler
23973,Germany,Erbacher Steinmorgen Auslese Gold Cap,94,133,Rheingau,,Anna Lee C. Iijima,,Riesling,Baron Knyphausen
23974,Portugal,Assobio,94,13,Douro,,Roger Voss,@vossroger,Portuguese Red,Quinta dos Murças
23975,US,Estate Bottled,94,45,California,Spring Mountain District,,,Cabernet Sauvignon,Smith-Madrone
23976,New Zealand,Moutere,93,42,Nelson,,Joe Czerwinski,@JoeCz,Chardonnay,Neudorf
23977,US,Arcus Estate,93,100,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,Pinot Noir,Archery Summit
23978,Germany,Hattenheimer Wisselbrunnen Grosse Lage,93,91,Rheingau,,Anna Lee C. Iijima,,Riesling,Baron Knyphausen
23979,France,Sancerre d'Antan,93,50,Loire Valley,Sancerre,Roger Voss,@vossroger,Sauvignon Blanc,Henri Bourgeois
23980,France,La Côte de Monts Damnés,93,30,Loire Valley,Sancerre,Roger Voss,@vossroger,Sauvignon Blanc,Henri Bourgeois
23981,US,,93,60,California,Sonoma Mountain,,,Cabernet Sauvignon,Laurel Glen
23982,Portugal,CV Curriculum Vitae,93,,Douro,,Roger Voss,@vossroger,Portuguese Red,Lemos & Van Zeller
23983,Italy,Casanuova di Nittardi,93,35,Tuscany,Chianti Classico,Kerin O’Keefe,@kerinokeefe,Red Blend,Nittardi
23984,US,,93,85,California,Stags Leap District,,,Cabernet Sauvignon,Pine Ridge
23985,Portugal,Tinto,93,36,Lisboa,,Roger Voss,@vossroger,Portuguese Red,Quinta de Chocapalha
23986,US,Ne Cede Malis Estate Grown,93,80,California,Stags Leap District,,,Petite Sirah,Stags' Leap Winery
23987,Australia,,93,37,South Australia,McLaren Vale,Joe Czerwinski,@JoeCz,Shiraz,Chapel Hill
23988,US,Champoux Vineyard,92,55,Washington,Horse Heaven Hills,Paul Gregutt,@paulgwine ,Cabernet Sauvignon-Cabernet Franc,Buty
23989,US,61% Sémillon/21% Sauvignon/18% Muscadelle,92,25,Washington,Columbia Valley (WA),Paul Gregutt,@paulgwine ,White Blend,Buty
23990,US,Loner W10-a,92,60,California,Santa Maria Valley,,,Chardonnay,Sanguis
23991,Austria,Oberfeld Erste Lage Alte Reben Reserve,92,,Kremstal,,Roger Voss,@vossroger,Grüner Veltliner,Unger
23992,Austria,Loam,92,,Niederösterreich,,Roger Voss,@vossroger,Grüner Veltliner,Kurt Angerer
23993,Austria,Obere Steigen,92,20,Traisental,,Roger Voss,@vossroger,Grüner Veltliner,Markus Huber
23994,US,,92,26,California,Bennett Valley,,,Merlot,Matanzas Creek
23995,Austria,Senftenberger Pellingen Erste Lage Privat,92,67,Kremstal,,Roger Voss,@vossroger,Riesling,Nigl
23996,US,Dollarhide,92,50,California,Napa Valley,,,Malbec,St. Supéry
23997,Spain,Grans Muralles,92,109,Catalonia,Penedès,Michael Schachner,@wineschach,Red Blend,Torres
23998,Austria,Gemischter Satz,92,22,Vienna,,Roger Voss,@vossroger,Austrian white blend,Wieninger
23999,US,Estate Grown,92,65,California,Carneros,,,Pinot Noir,Donum
24000,Austria,Gaisberg Erste Lage Reserve,92,39,Kremstal,,Roger Voss,@vossroger,Grüner Veltliner,Geyerhof
24001,Austria,Obererwald Reserve,92,43,Burgenland,,Roger Voss,@vossroger,Blaufränkisch,Gunter Triebaumer
24002,US,,92,24,California,Edna Valley,,,Pinot Gris,Chamisal Vineyards
24003,France,,92,21,Provence,Coteaux d'Aix-en-Provence,Roger Voss,@vossroger,Rosé,Château Vignelaure
24004,Austria,Achleiten Smaragd,92,50,Wachau,,Roger Voss,@vossroger,Riesling,Domäne Wachau
24005,US,Estate Grown,92,65,California,Russian River Valley,,,Pinot Noir,Donum
24006,Italy,San Leonardo,92,61,Northeastern Italy,Vigneti delle Dolomiti,,,Red Blend,Tenuta San Leonardo
24007,Austria,Pannobile,92,55,Burgenland,,Roger Voss,@vossroger,Austrian Red Blend,Gernot and Heike Heinrich
24008,US,Genesis,92,16,Washington,Columbia Valley (WA),Paul Gregutt,@paulgwine ,Riesling,Hogue
24009,France,Les Dionnières,92,70,Rhône Valley,Hermitage,Joe Czerwinski,@JoeCz,Rhône-style White Blend,Fayolle Fils & Fille
24010,Spain,La Viña de Mi Madre Reserva,92,50,Northern Spain,Navarra,Michael Schachner,@wineschach,Red Blend,Finca Albret
24011,US,Angelica,92,36,California,Livermore Valley,Virginie Boone,@vboone,Pinot Gris,Occasio
24012,US,Estate Monte Bello Vineyard,92,40,California,Santa Cruz Mountains,,,Chardonnay,Ridge
24013,Austria,Pfaffenberg Erste Lage,92,35,Kremstal,,Roger Voss,@vossroger,Riesling,Salomon-Undhof
24014,Austria,Wachtberg Erste Lage Reserve,92,40,Kremstal,,Roger Voss,@vossroger,Grüner Veltliner,Stadt Krems
24015,Austria,Schenkenbichl Reserve,92,28,Kamptal,,Roger Voss,@vossroger,Grüner Veltliner,Summerer
24016,Italy,San Leonardo,92,61,Northeastern Italy,Vigneti delle Dolomiti,,,Red Blend,Tenuta San Leonardo
24017,US,Estate Grown,92,45,California,Spring Mountain District,,,Cabernet Sauvignon,Terra Valentine
24018,Spain,,87,18,Galicia,Ribeiro,Michael Schachner,@wineschach,Treixadura,Terra do Castelo
24019,US,Commodore Perry,87,38,New York,North Fork of Long Island,Anna Lee C. Iijima,,Merlot,The Old Field
24020,US,Reserve,87,22,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Chardonnay,Three Rivers
24021,US,Moonset,87,35,California,Sonoma County,Virginie Boone,@vboone,Red Blend,JCK Wine Company
24022,Italy,Torriglione,87,55,Piedmont,Barolo,Kerin O’Keefe,@kerinokeefe,Nebbiolo,Mario Gagliasso
24023,US,The Estates Northridge Vineyard,87,42,Washington,Wahluke Slope,Sean P. Sullivan,@wawinereport,Syrah,Milbrandt
24024,France,Domaine de la Grenaudière La Grenouille Sur Lie,87,12,Loire Valley,Muscadet Sèvre et Maine,Roger Voss,@vossroger,Melon,Ollivier Frères
24025,France,Domaine de la Grenaudière Sur Lie,87,12,Loire Valley,Muscadet Sèvre et Maine,Roger Voss,@vossroger,Melon,Ollivier Frères
24026,US,Rock Hound,87,15,California,California,Jim Gordon,@gordone_cellars,White Blend,Rock Wall
24027,France,Chartron la Fleur Merlot-Cabernet,87,12,Bordeaux,Bordeaux,Roger Voss,@vossroger,Bordeaux-style Red Blend,Schröder & Schÿler
24028,US,,87,17,New York,New York,Anna Lee C. Iijima,,Pinot Grigio,Suhru
24029,US,,87,26,New York,North Fork of Long Island,Anna Lee C. Iijima,,Merlot,The Old Field
24030,US,,87,14,New York,New York,Anna Lee C. Iijima,,Pinot Grigio,Thousand Islands Winery
24031,US,,87,39,Washington,Walla Walla Valley (WA),Sean P. Sullivan,@wawinereport,Syrah,Three Rivers
24032,Spain,Centenaria,87,16,Northern Spain,Campo de Borja,Michael Schachner,@wineschach,Garnacha,Coto de Hayas
24033,US,Northridge Vineyard,87,25,Washington,Wahluke Slope,Sean P. Sullivan,@wawinereport,Shiraz,Almquist
24034,Spain,Glorioso Crianza,87,14,Northern Spain,Rioja,Michael Schachner,@wineschach,Tempranillo,Bodegas Palacio
24035,US,,87,44,Washington,Red Mountain,Sean P. Sullivan,@wawinereport,Syrah,Bunnell
24036,US,Pont Brûlé Blanc,87,25,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Rhône-style White Blend,Burnt Bridge
24037,Italy,Luce di Lava Rosso,87,19,Sicily & Sardinia,Etna,Kerin O’Keefe,@kerinokeefe,Red Blend,Cantine Russo
24038,France,,87,12,Bordeaux,Bordeaux,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Grand Jean
24039,France,,87,13,Bordeaux,Bordeaux Blanc,Roger Voss,@vossroger,Bordeaux-style White Blend,Château Haut Mouleyre
24040,France,,87,12,Bordeaux,Bordeaux Blanc,Roger Voss,@vossroger,Bordeaux-style White Blend,Château Lary
24041,France,,87,14,Bordeaux,Bordeaux Blanc,Roger Voss,@vossroger,Bordeaux-style White Blend,Château Tour le Pin
24042,US,,87,20,New York,North Fork of Long Island,Anna Lee C. Iijima,,Chardonnay,Coffee Pot Cellars
24043,US,Cuvée Sparkle,87,30,New York,North Fork of Long Island,Anna Lee C. Iijima,,Merlot,Croteaux
24044,US,,87,26,California,Santa Lucia Highlands,Matt Kettmann,@mattkettmann,Riesling,DeTierra Vineyards
24045,France,,87,22,Loire Valley,Sancerre,Roger Voss,@vossroger,Rosé,Domaine Michel Thomas et Fils
24046,Italy,,87,50,Piedmont,Barolo,Kerin O’Keefe,@kerinokeefe,Nebbiolo,Dosio
24047,US,Lilly Mae White Table Wine,87,13,Washington,Washington,Sean P. Sullivan,@wawinereport,White Blend,Dusty Cellars
24048,Argentina,Unoaked,85,8,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Chardonnay,La Vuelta
24049,US,Father and Son Cuvee,85,8,Texas,Texas,,,Riesling,Messina Hof
24050,Argentina,Reserve,85,20,Mendoza Province,Tupungato,Michael Schachner,@wineschach,Cabernet Sauvignon,Andeluna
24051,US,,85,14,California,North Coast,,,Petite Sirah,Trentadue
24052,US,,85,30,California,Dry Creek Valley,,,Grenache,Unti
24053,US,Juliet,85,28,California,Carneros,,,Pinot Noir,Verotto
24054,Argentina,Blend Malbec-Cabernet Sauvignon-Merlot,85,14,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Bordeaux-style Red Blend,Cicchitti
24055,US,Dry,85,18,California,Central Coast,,,Riesling,Claiborne & Churchill
24056,Argentina,,85,9,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Cabernet Sauvignon,Finca La Niña
24057,Chile,Hacienda Araucano Reserva,85,13,Central Valley,,Michael Schachner,@wineschach,Sauvignon Blanc,François Lurton
24058,US,Estate Grown Late Harvest,85,35,California,Dry Creek Valley,,,Zinfandel,Fritz
24059,France,,85,,Burgundy,Mâcon-Mancey,Roger Voss,@vossroger,Chardonnay,Henri de Villamont
24060,Argentina,Tannat-Malbec,85,15,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Red Blend,Alma de los Andes
24061,US,,85,16,California,Yolo County,,,Syrah,Berryessa Gap
24062,Chile,Reserva,85,10,Maule Valley,,Michael Schachner,@wineschach,Carmenère,Calina
24063,US,,85,28,Washington,Washington,Paul Gregutt,@paulgwine ,Cabernet Franc,Camaraderie
24064,US,French Oak,85,20,New York,Finger Lakes,,,Chardonnay,Casa Larga
24065,US,,85,18,Pennsylvania,Pennsylvania,,,Merlot,Chaddsford
24066,US,Private Reserve,85,40,California,Monterey County,,,Merlot,Château Julien
24067,US,Indian Wells,85,18,Washington,Columbia Valley (WA),Paul Gregutt,@paulgwine ,Cabernet Sauvignon,Chateau Ste. Michelle
24068,US,,85,20,New York,Finger Lakes,,,Cabernet Sauvignon,Rooster Hill
24069,France,,85,20,Burgundy,Irancy,Roger Voss,@vossroger,Pinot Noir,Simonnet-Febvre
24070,US,Piemontese,85,30,Virginia,Virginia,,,Nebbiolo,Three Fox
24071,Italy,Giulietta,85,10,Northeastern Italy,Delle Venezie,,,White Blend,Tommasi
24072,US,Private Reserve Double Barrel,85,22,Texas,Texas,,,Shiraz,Messina Hof
24073,Argentina,Terra,85,10,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Torrontés,Viniterra
24074,US,V. by Vivác Single Vineyard,85,22,New Mexico,New Mexico,,,Cabernet Sauvignon,Vivác Winery
24075,US,,85,10,California,California,,,Merlot,Tre
24076,Italy,,85,13,Northeastern Italy,Delle Venezie,,,Pinot Grigio,Luna Nuda
24077,France,,85,24,Burgundy,Pouilly-Fuissé,Roger Voss,@vossroger,Chardonnay,Mommessin
